MODE,DATASET,PREPROC,ALGORITHM,ORDER,ALPHA,R2score,MAE,MSE,MAX
PCA,cpu_act,_Borderline1,SGDR,NONE,NONE,0.7999223070556928,5.955276933408984,67.18255567007894,43.1758086516398
PCA,cpu_act,_Borderline1,SVR,NONE,NONE,0.8327787923496484,5.253500342735277,56.12685648356685,37.67250211618432
PCA,cpu_small,_Borderline1,ABR,NONE,NONE,0.9097721036698344,4.693217081549519,30.10279781229384,19.715958176963696
PCA,cpu_small,_Borderline1,GBR,NONE,NONE,0.9570319000346974,2.773408462697488,14.24428914159665,20.879522086887015
PCA,cpu_small,_Borderline1,KNNR,NONE,NONE,0.8551301876759089,4.871610298724394,48.47352373800696,34.56
PCA,cpu_small,_Borderline1,MLPR,NONE,NONE,0.817540734555568,5.699543552126514,60.70509705987007,39.422459945456616
PCA,cpu_small,_Borderline1,RFR,NONE,NONE,0.970601871631358,2.204427343722646,9.790761847749566,17.860000000000007
PCA,cpu_small,_Borderline1,RNR,NONE,NONE,0.5988573171677702,8.067907627909202,135.6152455381793,44.52034921986755
PCA,cpu_small,_Borderline1,SGDR,NONE,NONE,0.7977316791775211,5.946320372238794,67.25737877030379,41.1878243385956
PCA,cpu_small,_Borderline1,SVR,NONE,NONE,0.833461574787162,5.223249246888244,55.51493161936016,37.57076957986903
PCA,elevators,_Borderline1,ABR,NONE,NONE,-2.0635866856354896,0.010853548826646374,0.00013786044283937022,0.03562433199293878
PCA,elevators,_Borderline1,GBR,NONE,NONE,0.18895690966869574,0.0048017823448959895,3.655876740975602e-05,0.041255929672226
PCA,elevators,_Borderline1,KNNR,NONE,NONE,-0.44573418214474414,0.005844804252704792,6.51217523721031e-05,0.04890261626179025
PCA,elevators,_Borderline1,MLPR,NONE,NONE,-0.1817534241684377,0.005813831861148422,5.327040804990797e-05,0.047580056404587664
PCA,elevators,_Borderline1,RFR,NONE,NONE,0.6043348765270493,0.0030806615338678104,1.7843381400951093e-05,0.03592154179114826
PCA,elevators,_Borderline1,RNR,NONE,NONE,-0.2888363948153945,0.006549901200299803,5.808916776481439e-05,0.046726605998185344
PCA,elevators,_Borderline1,SGDR,NONE,NONE,-0.22511580704376086,0.006268140553333126,5.521147742994607e-05,0.046435543549065914
PCA,elevators,_Borderline1,SVR,NONE,NONE,-11.739847541154466,0.0231897402323969,0.000573589704548837,0.0334
PCA,fried,_Borderline1,ABR,NONE,NONE,0.6703433207579217,2.300123696037574,8.232344481624372,10.995391330499439
PCA,fried,_Borderline1,GBR,NONE,NONE,0.7184071889186173,2.0511304617775723,7.0300411832301934,12.590318100900062
PCA,fried,_Borderline1,KNNR,NONE,NONE,0.6955444512595648,2.153058227978351,7.602582382638649,14.90365230357089
PCA,fried,_Borderline1,MLPR,NONE,NONE,0.7520297094649859,1.9306105737995831,6.191498534895596,13.064356860486095
PCA,fried,_Borderline1,RFR,NONE,NONE,0.7808430293079768,1.8126398329318512,5.471772293415506,12.468121261301182
PCA,fried,_Borderline1,RNR,NONE,NONE,0.003485846834057393,4.060053387855906,24.88318770630425,15.466335777280095
PCA,fried,_Borderline1,SGDR,NONE,NONE,0.5548935381239704,2.6424041508153455,11.111420439570713,13.559389787347277
PCA,fried,_Borderline1,SVR,NONE,NONE,0.7862244722382583,1.7617644987405174,5.3374529041218235,12.806525700352092
PCA,puma32H,_Borderline1,ABR,NONE,NONE,0.6054305863190219,0.015298865098927238,0.00036083775213110916,0.059282674724840036
PCA,puma32H,_Borderline1,GBR,NONE,NONE,0.8251029658177306,0.009887936383517287,0.0001598388866122569,0.0494644023716009
PCA,puma32H,_Borderline1,KNNR,NONE,NONE,-0.3655475267312944,0.025716377905081456,0.0012480361963451176,0.1253315002583793
PCA,puma32H,_Borderline1,MLPR,NONE,NONE,-0.09578484129235992,0.02388064959686124,0.0010011833355432688,0.1103694595500658
PCA,puma32H,_Borderline1,RFR,NONE,NONE,0.8365156331272227,0.009449926762430493,0.0001495940904535163,0.06594319567026925
PCA,puma32H,_Borderline1,RNR,NONE,NONE,0.07902812272023503,0.0219761443167184,0.0008415888026285474,0.09219983946447888
PCA,puma32H,_Borderline1,SGDR,NONE,NONE,-0.00884261349171569,0.02236948700205805,0.0009216360251522236,0.10511316533920356
PCA,puma32H,_Borderline1,SVR,NONE,NONE,-0.001872399276136738,0.02347642090690816,0.0009168236712223137,0.08643189999999998
PCA,abalone,_Borderline2,ABR,NONE,NONE,0.3267352040066651,2.2170378692432893,6.997838333741412,10.292733607627332
PCA,abalone,_Borderline2,GBR,NONE,NONE,0.5609299509412702,1.5182876654002455,4.563379720592457,11.1194506658023
PCA,abalone,_Borderline2,KNNR,NONE,NONE,0.5184873910340376,1.5925167464114833,5.001153322064007,11.52
PCA,abalone,_Borderline2,MLPR,NONE,NONE,0.5361596348734287,1.5822850167875493,4.8173717914867735,13.075427676000936
PCA,abalone,_Borderline2,RFR,NONE,NONE,0.5516469192034302,1.5459006933501416,4.659041402429591,10.755999999999998
PCA,abalone,_Borderline2,RNR,NONE,NONE,0.0019311823723375363,2.3597332612318156,10.369031534950912,16.438614174170834
PCA,abalone,_Borderline2,SGDR,NONE,NONE,0.4938459345501164,1.650030632060917,5.259115576513079,12.604387450926945
PCA,abalone,_Borderline2,SVR,NONE,NONE,0.545283544587522,1.4979909241086162,4.7240627915413365,11.791936791380815
PCA,ailerons,_Borderline2,ABR,NONE,NONE,-0.4557437774750344,0.00043495870337556064,2.4195391295999826e-07,0.001842571169533334
PCA,ailerons,_Borderline2,GBR,NONE,NONE,0.3775580151951161,0.00025358362355472114,1.0350631659439578e-07,0.0019431491916827054
PCA,ailerons,_Borderline2,KNNR,NONE,NONE,-0.26765746758734066,0.0003519825612504416,2.108648295292584e-07,0.002226960451701278
PCA,ailerons,_Borderline2,MLPR,NONE,NONE,-25.073067881604466,0.0012222005226356634,4.333084275663998e-06,0.01872201202603132
PCA,ailerons,_Borderline2,RFR,NONE,NONE,0.4107752653358978,0.00024412413683719966,9.799892046650259e-08,0.0018481449016430774
PCA,ailerons,_Borderline2,RNR,NONE,NONE,-0.3961148581026496,0.000414088257274429,2.3217399545823017e-07,0.0022345419090022693
PCA,ailerons,_Borderline2,SGDR,NONE,NONE,-0.32721256035277163,0.0004019051372659242,2.2070205380735122e-07,0.0022232227333745017
PCA,ailerons,_Borderline2,SVR,NONE,NONE,-5.293566429524244,0.0009593963636363668,1.0466098181818242e-06,0.0016500000000000024
PCA,autoPrice,_Borderline2,ABR,NONE,NONE,0.8173262491300861,1711.3112456282058,5728862.979732948,7588.577050671074
PCA,autoPrice,_Borderline2,GBR,NONE,NONE,0.8466979945178339,1314.2611891123954,4341766.844593907,7258.762652266816
PCA,autoPrice,_Borderline2,KNNR,NONE,NONE,0.5468586163405952,2475.474101365123,14706395.536239758,11398.411033714236
PCA,autoPrice,_Borderline2,MLPR,NONE,NONE,-4.538135569378137,11417.64022038633,164584249.30661276,27357.17934931252
PCA,autoPrice,_Borderline2,RFR,NONE,NONE,0.8450288671899153,1414.4816401936364,5017059.780159423,7855.118149100602
PCA,autoPrice,_Borderline2,RNR,NONE,NONE,-0.17401591752399445,4943.047638246807,36877600.85360671,15792.423296224017
PCA,autoPrice,_Borderline2,SGDR,NONE,NONE,0.3968728075192912,3478.4287583299983,19167784.83616116,11145.232244195891
PCA,autoPrice,_Borderline2,SVR,NONE,NONE,-0.34457972182278485,4902.33609844895,42407709.771777205,17204.727635197407
PCA,bank32nh,_Borderline2,ABR,NONE,NONE,0.019686347418774067,0.10835982916873883,0.0144580527824316,0.39896617685317626
PCA,bank32nh,_Borderline2,GBR,NONE,NONE,0.4889692402754943,0.06448727615303924,0.007568352740495053,0.4530419118893968
PCA,bank32nh,_Borderline2,KNNR,NONE,NONE,0.24605346486772736,0.07937825850498759,0.011167227349894056,0.4910415837178602
PCA,bank32nh,_Borderline2,MLPR,NONE,NONE,0.4929343972640066,0.06351646263712718,0.007509680182339381,0.44146474950238906
PCA,bank32nh,_Borderline2,RFR,NONE,NONE,0.4914242746177052,0.06196228780986141,0.007531040606443219,0.471007662795042
PCA,bank32nh,_Borderline2,RNR,NONE,NONE,-0.07041940102755552,0.10562530487732008,0.01587355217977924,0.5699241449317856
PCA,bank32nh,_Borderline2,SGDR,NONE,NONE,0.3683590161649869,0.0748473256839215,0.009365335370422443,0.5062859065517128
PCA,bank32nh,_Borderline2,SVR,NONE,NONE,0.4640080821958226,0.06936869986169134,0.007940324020428071,0.4318642314799336
PCA,bank8FM,_Borderline2,ABR,NONE,NONE,0.8493112553987213,0.05024197601087047,0.0034765197502922675,0.21101466642035985
PCA,bank8FM,_Borderline2,GBR,NONE,NONE,0.9214264408442552,0.030456083823329726,0.0018115701742833074,0.18795039751393688
PCA,bank8FM,_Borderline2,KNNR,NONE,NONE,0.8862957216109713,0.03517313022612503,0.0026206489820634763,0.23141564598963502
PCA,bank8FM,_Borderline2,MLPR,NONE,NONE,0.8956110424963228,0.036352117500306605,0.0024066237590013233,0.19621715180624272
PCA,bank8FM,_Borderline2,RFR,NONE,NONE,0.9264413887639682,0.028702356850940525,0.0016970747436892662,0.2013441204744318
PCA,bank8FM,_Borderline2,RNR,NONE,NONE,-0.1878069208625978,0.14528771383253405,0.0273838046988526,0.46940752341897896
PCA,bank8FM,_Borderline2,SGDR,NONE,NONE,0.8116179966194178,0.05269318094091262,0.004338937718072197,0.2621857445805974
PCA,bank8FM,_Borderline2,SVR,NONE,NONE,0.9027434560913924,0.036837923919495016,0.0022418023917181807,0.1775833499869211
PCA,cpu_act,_Borderline2,ABR,NONE,NONE,0.9263127790502896,4.24343846256423,24.74957101998373,18.012119672379193
PCA,cpu_act,_Borderline2,GBR,NONE,NONE,0.9716534721698252,2.2273063158244613,9.517537076567514,17.053675914613304
PCA,cpu_act,_Borderline2,KNNR,NONE,NONE,0.8545488635305434,4.889593955634224,48.84925513263768,35.36
PCA,cpu_act,_Borderline2,MLPR,NONE,NONE,0.8249396396447434,5.614065386698752,58.863958223744156,37.51659109055144
PCA,cpu_act,_Borderline2,RFR,NONE,NONE,0.9750889607237004,2.0281388998771552,8.376793791897885,18.618
PCA,cpu_act,_Borderline2,RNR,NONE,NONE,0.5993908813558715,8.06433360728193,135.22972879152843,44.47154768571114
PCA,cpu_act,_Borderline2,SGDR,NONE,NONE,0.8002494380671887,5.9501566709156934,67.06235119952728,42.962227309452324
PCA,cpu_act,_Borderline2,SVR,NONE,NONE,0.8327787923496484,5.253500342735277,56.12685648356685,37.67250211618432
PCA,cpu_small,_Borderline2,ABR,NONE,NONE,0.9100412083226608,4.647527126551339,30.250285265063162,19.139709297377482
PCA,cpu_small,_Borderline2,GBR,NONE,NONE,0.9570453167236938,2.772704733363998,14.238280933556876,20.87952208688701
PCA,cpu_small,_Borderline2,KNNR,NONE,NONE,0.8551301876759089,4.871610298724394,48.47352373800696,34.56
PCA,cpu_small,_Borderline2,MLPR,NONE,NONE,0.8164574019913209,5.738152571646628,61.114080479063865,39.86553321049561
PCA,cpu_small,_Borderline2,RFR,NONE,NONE,0.9707330865564092,2.2001209454229587,9.746418836674136,18.270000000000003
PCA,cpu_small,_Borderline2,RNR,NONE,NONE,0.5988573171677702,8.067907627909202,135.6152455381793,44.52034921986755
PCA,cpu_small,_Borderline2,SGDR,NONE,NONE,0.7979834902291946,5.9547559208149625,67.18159738426614,41.25525397671189
PCA,cpu_small,_Borderline2,SVR,NONE,NONE,0.833461574787162,5.223249246888244,55.51493161936016,37.57076957986903
PCA,elevators,_Borderline2,ABR,NONE,NONE,-2.177341058690156,0.011059846166117528,0.00014285803152033674,0.03529625902137541
PCA,elevators,_Borderline2,GBR,NONE,NONE,0.2212421125716122,0.004613941154433511,3.509828337422943e-05,0.04194938494356816
PCA,elevators,_Borderline2,KNNR,NONE,NONE,-0.3363499284324674,0.005582332097133777,6.022439138061808e-05,0.0474933162547275
PCA,elevators,_Borderline2,MLPR,NONE,NONE,-0.12308524116998233,0.005677535987688114,5.066249256544638e-05,0.04566163155659338
PCA,elevators,_Borderline2,RFR,NONE,NONE,0.5976478858444585,0.0031024924329632704,1.81504537887012e-05,0.036247756329312
PCA,elevators,_Borderline2,RNR,NONE,NONE,-0.21091984718230555,0.006224413450655121,5.458686066162759e-05,0.04724349438067919
PCA,elevators,_Borderline2,SGDR,NONE,NONE,-0.17291219665458102,0.006055617568716329,5.287206208593187e-05,0.0468199928464879
PCA,elevators,_Borderline2,SVR,NONE,NONE,-11.739847541154466,0.0231897402323969,0.000573589704548837,0.0334
PCA,fried,_Borderline2,ABR,NONE,NONE,0.6645957087969309,2.3230270406136118,8.375193817652974,10.980413520398086
PCA,fried,_Borderline2,GBR,NONE,NONE,0.7435065937552706,1.9672463645521112,6.404092309206661,11.988617820858211
PCA,fried,_Borderline2,KNNR,NONE,NONE,0.6902676792802926,2.1715830281191417,7.73467311468788,15.02950226853368
PCA,fried,_Borderline2,MLPR,NONE,NONE,0.7554820514129337,1.9144257846105384,6.100069046477188,12.706267720783675
PCA,fried,_Borderline2,RFR,NONE,NONE,0.7751618258290168,1.8364139714891208,5.6146877345420005,12.272200941927064
PCA,fried,_Borderline2,RNR,NONE,NONE,0.002598869515570157,4.061513855953374,24.9053259632518,15.476915453219073
PCA,fried,_Borderline2,SGDR,NONE,NONE,0.5642767560154527,2.6142992215193472,10.877796993884013,13.377174685913232
PCA,fried,_Borderline2,SVR,NONE,NONE,0.7873124327544795,1.7627322775519616,5.3100967628009235,12.681410511900019
PCA,puma32H,_Borderline2,ABR,NONE,NONE,0.5802562578513492,0.015509526652063663,0.0003834660192390103,0.06062587185804511
PCA,puma32H,_Borderline2,GBR,NONE,NONE,0.8220920316873321,0.009978931397781828,0.00016251431177744126,0.04964132592836427
PCA,puma32H,_Borderline2,KNNR,NONE,NONE,-0.2476512581644627,0.024843449054705397,0.0011404675578797086,0.12253715620031155
PCA,puma32H,_Borderline2,MLPR,NONE,NONE,-0.01708826615167287,0.023203014461205203,0.0009299605103074342,0.11001405483913566
PCA,puma32H,_Borderline2,RFR,NONE,NONE,0.8466803063743005,0.00917705918958222,0.00014029751743504875,0.05857701442876076
PCA,puma32H,_Borderline2,RNR,NONE,NONE,0.161770588540613,0.021276293080404816,0.0007661926947885122,0.08684100689126187
PCA,puma32H,_Borderline2,SGDR,NONE,NONE,0.05113508021625168,0.021904835289785853,0.0008668468552345362,0.10022531749053347
PCA,puma32H,_Borderline2,SVR,NONE,NONE,-0.001872399276136738,0.02347642090690816,0.0009168236712223137,0.08643189999999998
PCA,abalone,_Geometric_SMOTE,ABR,NONE,NONE,0.14923622233833406,2.550370482025856,8.844252755673716,10.488547057659837
PCA,abalone,_Geometric_SMOTE,GBR,NONE,NONE,0.5202932469974061,1.6496988100697227,4.982695114985235,10.371928652588698
PCA,abalone,_Geometric_SMOTE,KNNR,NONE,NONE,0.4988208027242759,1.636528711172589,5.204937089825716,11.281053949492804
PCA,abalone,_Geometric_SMOTE,MLPR,NONE,NONE,0.5304322656580307,1.6564000450548133,4.879319976119668,10.24551680101747
PCA,abalone,_Geometric_SMOTE,RFR,NONE,NONE,0.5193956758737219,1.6427604550643733,4.994017179862807,9.842149671465776
PCA,abalone,_Geometric_SMOTE,RNR,NONE,NONE,-0.007592700393099627,2.382131683503622,10.469117634326023,16.54288534439857
PCA,abalone,_Geometric_SMOTE,SGDR,NONE,NONE,0.4383789138100015,1.8922471508211405,5.839044634178392,11.785906729771964
PCA,abalone,_Geometric_SMOTE,SVR,NONE,NONE,0.5454959086317456,1.5918652773531898,4.721779291331295,10.763405479868991
PCA,ailerons,_Geometric_SMOTE,ABR,NONE,NONE,-0.5274141075503771,0.0004177085303616384,2.538262304992906e-07,0.002336984414692073
PCA,ailerons,_Geometric_SMOTE,GBR,NONE,NONE,-0.16201208472789885,0.0003560416860055567,1.9317814071496557e-07,0.004143455454857325
PCA,ailerons,_Geometric_SMOTE,KNNR,NONE,NONE,-8.197848889312422,0.0005565433970405374,1.5318581598842163e-06,0.020420250849154647
PCA,ailerons,_Geometric_SMOTE,MLPR,NONE,NONE,-21.12604614985515,0.001137690502862432,3.6829688615450777e-06,0.01908640651536017
PCA,ailerons,_Geometric_SMOTE,RFR,NONE,NONE,0.3981954284249988,0.00023215025346049218,1.0006564319800453e-07,0.003109785327725105
PCA,ailerons,_Geometric_SMOTE,RNR,NONE,NONE,-0.4358587077960268,0.0004182204194890149,2.3891723488099907e-07,0.002533767186638826
PCA,ailerons,_Geometric_SMOTE,SGDR,NONE,NONE,-0.4800876974807732,0.0004164198171319652,2.456753107705898e-07,0.002281075447153359
PCA,ailerons,_Geometric_SMOTE,SVR,NONE,NONE,-767.9073763794505,0.008517046602043212,0.0001271962150957797,0.01067482782355855
PCA,autoPrice,_Geometric_SMOTE,ABR,NONE,NONE,0.7964552673628224,1845.9013051288855,6328916.009710393,7828.098124720009
PCA,autoPrice,_Geometric_SMOTE,GBR,NONE,NONE,0.838652716649541,1420.4262513663991,5279972.154320747,8197.8663300171
PCA,autoPrice,_Geometric_SMOTE,KNNR,NONE,NONE,0.5185575982802104,2511.761090842387,15311122.114566214,12593.813746627213
PCA,autoPrice,_Geometric_SMOTE,MLPR,NONE,NONE,-4.540925746318952,11419.160198947118,164612983.7383186,27358.678469568746
PCA,autoPrice,_Geometric_SMOTE,RFR,NONE,NONE,0.8319603767802541,1436.190760344839,5316346.475973528,8112.892436596143
PCA,autoPrice,_Geometric_SMOTE,RNR,NONE,NONE,-0.346245491375724,5473.876692297914,40066268.42521495,14717.204327951773
PCA,autoPrice,_Geometric_SMOTE,SGDR,NONE,NONE,0.4236605160772129,3609.6507259970704,18051889.124032028,9821.253464078465
PCA,autoPrice,_Geometric_SMOTE,SVR,NONE,NONE,-0.7319877286121402,5733.555814154459,48280867.47598001,15810.32793736578
PCA,bank32nh,_Geometric_SMOTE,ABR,NONE,NONE,-0.7295655964330899,0.14928407013856215,0.025607161046327855,0.38270229999349936
PCA,bank32nh,_Geometric_SMOTE,GBR,NONE,NONE,0.508936940168961,0.05865242910778249,0.0072792951419832375,0.4703766370355701
PCA,bank32nh,_Geometric_SMOTE,KNNR,NONE,NONE,0.3855583849121236,0.06230459772455151,0.009102042763230848,0.51053188
PCA,bank32nh,_Geometric_SMOTE,MLPR,NONE,NONE,0.5031787413971122,0.06128659528094808,0.0073679174467043045,0.42751369502986025
PCA,bank32nh,_Geometric_SMOTE,RFR,NONE,NONE,0.4970740984440939,0.0583235030180536,0.007453827778549881,0.4600870218767985
PCA,bank32nh,_Geometric_SMOTE,RNR,NONE,NONE,-0.3119109977779154,0.12495631079460805,0.0194346884151987,0.5287688200984633
PCA,bank32nh,_Geometric_SMOTE,SGDR,NONE,NONE,0.3482224994688773,0.07557426892109846,0.009649299456558324,0.4537713894911778
PCA,bank32nh,_Geometric_SMOTE,SVR,NONE,NONE,0.446174844234449,0.0695908869680096,0.008204621765785052,0.4333289851606084
PCA,bank8FM,_Geometric_SMOTE,ABR,NONE,NONE,0.8051786468924135,0.057715187697651577,0.004488811918565805,0.2276976724871575
PCA,bank8FM,_Geometric_SMOTE,GBR,NONE,NONE,0.9103973202914556,0.032280338392971564,0.0020663663255875058,0.20328470691786515
PCA,bank8FM,_Geometric_SMOTE,KNNR,NONE,NONE,0.8865403801248997,0.03502493482023848,0.002615382929276223,0.2256036970941921
PCA,bank8FM,_Geometric_SMOTE,MLPR,NONE,NONE,0.9072111088124368,0.03396707138987421,0.002138991031705862,0.2015477084929012
PCA,bank8FM,_Geometric_SMOTE,RFR,NONE,NONE,0.9135250118077144,0.030831690367506718,0.001994842696304929,0.2134263610590851
PCA,bank8FM,_Geometric_SMOTE,RNR,NONE,NONE,-0.4738457947154619,0.1646523597245793,0.03397842976730952,0.4108847077993912
PCA,bank8FM,_Geometric_SMOTE,SGDR,NONE,NONE,0.8083228166755765,0.05319719168362782,0.004417283957933062,0.2282222309931999
PCA,bank8FM,_Geometric_SMOTE,SVR,NONE,NONE,0.8942522801647435,0.038646212533677365,0.002437799648037009,0.1863608852944118
PCA,cpu_act,_Geometric_SMOTE,ABR,NONE,NONE,0.895048330846239,5.001735748640481,35.16375271580584,18.802247138609268
PCA,cpu_act,_Geometric_SMOTE,GBR,NONE,NONE,0.9608092537850216,2.626004252143572,13.175077838262501,20.262432253637442
PCA,cpu_act,_Geometric_SMOTE,KNNR,NONE,NONE,0.8541542576861586,4.896273365588252,48.98385967468521,35.36
PCA,cpu_act,_Geometric_SMOTE,MLPR,NONE,NONE,0.7959117818291913,6.6921414844283245,68.49162661224564,33.59320438518363
PCA,cpu_act,_Geometric_SMOTE,RFR,NONE,NONE,0.9743799238194576,2.0623852279412387,8.61794302454146,17.53995758134322
PCA,cpu_act,_Geometric_SMOTE,RNR,NONE,NONE,0.5835645463237948,10.276328145347184,139.92231887155137,31.833313080036326
PCA,cpu_act,_Geometric_SMOTE,SGDR,NONE,NONE,0.7305445358202093,7.6459763819730675,90.39249428714264,48.557954171054
PCA,cpu_act,_Geometric_SMOTE,SVR,NONE,NONE,0.8174105476767872,5.788641469752605,61.269392254763844,33.62518421011909
PCA,cpu_small,_Geometric_SMOTE,ABR,NONE,NONE,0.8936340706972503,5.099837762951994,35.51835789839002,19.74097692176728
PCA,cpu_small,_Geometric_SMOTE,GBR,NONE,NONE,0.9443226731234006,3.236612439731972,18.513528140799092,22.88839956313764
PCA,cpu_small,_Geometric_SMOTE,KNNR,NONE,NONE,0.8409193466605721,5.265103859600504,53.09506670212711,34.56
PCA,cpu_small,_Geometric_SMOTE,MLPR,NONE,NONE,0.8097019690240179,6.270139899996211,63.1236768473446,42.04596761088273
PCA,cpu_small,_Geometric_SMOTE,RFR,NONE,NONE,0.9680611537539722,2.2956375593087013,10.61999138584756,20.580000000000005
